JI1_140112	JI1_140112,JI8_24235
HP91_910	HP91_910,HP92_4722
IL12_90001	IL12_90001,IL30_36689,IL24_32277,IL29_22760,IL8_13537,IL10_106690,IL9_12144,IL3_95942,IL16_126866,IL5_94759,IL2_94177,IL15_64219,IL28_18423,IL20_34261,IL18_33243,IL1_84438,IL6_68944,IL22_21861,IL4_27644,IL21_63650,IL23_62905,IL19_37939,IL27_54785
IL13_36940	IL13_36940,IL3_131725,IL14_102600,IL11_19674
IL34_69126	IL34_69126,IL39_48887,IL33_65422
TG-AS_44105	TG-AS_44105
TU-EFF_159275	TU-EFF_159275,FR-EFF_283593
IL18_18601	IL18_18601,IL24_35389,IL22_30418,IL19_43659,IL9_86536
SF24_1202	SF24_1202,SF44_55331,SF10_52513,SF25_3819,SF26_74370
EM-EFF_225459	EM-EFF_225459,EM-AS_372930,EM-DS_120001,IL41_63523,IL42_126944,EM-INF_33157
JI10_34753	JI10_34753,JI11_101745,JI8_50691
HP59_3309	HP59_3309,HP81_211992,HP73_125280
HP82_23486	HP82_23486,HP22_1174,HP84_932
JI5_253035	JI5_253035
TG-EFF_188875	TG-EFF_188875
AH-DS_90564	AH-DS_90564
AH-EFF_80606	AH-EFF_80606,AH-INF_37864
ES11_20513	ES11_20513,ES16_2403,ES9_4249,ES1_2483
HP76_105610	HP76_105610,HP73_70579,HP80_16913
IL10_97139	IL10_97139,IL9_129979,IL8_47387,IL29_32404,IL30_23873
SF58_103972	SF58_103972
KB21_75141	KB21_75141,KB10_89020
PL66_45703	PL66_45703,HP17_6900,HP32_9185
BE-EFF_24691	BE-EFF_24691
ES23_13302	ES23_13302,ES28_10926,ES22_21061
OC8_1305	OC8_1305,OC9_1874,HP32_5072,HP25_3489,HP26_47,HP47_271801,HP40_3191
TG-EFF_226398	TG-EFF_226398,TG-AS_147160,TG-DS_43825,FD-DS_65215,FD-AS_249340,FD-EFF_154262,TE-DS_129168,TE-EFF_61475,TE-AS_141978,FR-EFF_48278,TE-INF_248441
AD-AS_323812	AD-AS_323812
MN-EFF_100947	MN-EFF_100947,AH-EFF_113838,TG-AS_103563,TG-EFF_329361,TG-DS_60873,TU-EFF_120610,EM-EFF_247010,AH-DS_407753,AH-AS_290869,MN-AS_147467
JI10_31950	JI10_31950
IL34_60778	IL34_60778,IL39_48085,IL33_59453
JI1_236327	JI1_236327,JI3_469143,JI2_140581
HP80_12493	HP80_12493,HP32_8314,HP84_10176,HP74_4028
JI1_25474	JI1_25474,JI9_135003,JI7_309012,JI11_27680,JI8_105469,JI2_377502,TE-EFF_83445,TE-AS_409560,JI3_278815,WC8_42639
SF33_49193	SF33_49193,SF35_39780,SF32_59278,SF34_49441,SF31_57026
WT-INF_75040	WT-INF_75040,WT-EFF_125821,WT-AS_5332,WT-DS_208452
IL41_60623	IL41_60623,IL34_198070,IL42_99618
WC22_21578	WC22_21578,WC3_16238,WC1_34460,WC43_36213,WC30_41975,WC35_33784,WC15_3975,WC31_12858,WC20_12276,WC34_3724,WC29_6684,WC10_27344,WC7_39280,WC18_32611,WC4_16746,WC25_21533,WC23_15723,WC9_4291,WC21_4305,WC16_3684,WC12_32476,WC28_6549,WC33_6862,WC19_30105,WC11_45176,WC14_35739,WC24_29717,WC26_18462,WC32_47189,WC6_27304,WC27_20157,WC17_47824,WC2_15650,WC13_6050,WC8_8132
ZR-INF_96363	ZR-INF_96363
AH-AS_112036	AH-AS_112036
HP82_2428	HP82_2428,HP61_421087,HP52_8626,HP84_28470,HP49_4357,HP81_59582,HP48_77069,HP60_200478,HP74_13238,HP53_133186,HP72_142447,HP36_180714,HP54_48576,HP73_2746,HP51_21852,PL70_14363,HP80_15505
MN-INF_218944	MN-INF_218944
ES46_4307	ES46_4307,ES36_7099,ES9_5688,PL72_9356,ES29_72985,ES35_30868
TU-EFF_303453	TU-EFF_303453,TU-AS_287475,TU-DS_399129,EM-DS_139123,EM-AS_172328
WS1_127195	WS1_127195
HP4_5658	HP4_5658,HP91_1849,HP37_227651,HP40_8345,HP32_2192,HP38_10748,HP11_21159,HP49_51335,HP47_200238,HP1_1742,HP48_184381,HP2_1572,TU-EFF_306777,AD-EFF_202952,TE-EFF_196211,FD-EFF_217561
HP74_12369	HP74_12369,HP73_11879,HP75_101660,HP72_32016,HP76_153431,HP84_23482,HP17_9444,ES9_3762,ES15_2462
HP84_5724	HP84_5724,HP80_34,HP82_25506
IL10_55305	IL10_55305,IL29_6877,IL8_26110,IL9_114622,IL30_38768,IL12_19843
IL38_71851	IL38_71851,IL40_54256,IL31_137766
JW6_4161	JW6_4161,JW7_1876,SA1_78550,SA2_7750,IL11_93459,JW5_912,SA3_67095,IL13_88688
IL35_53775	IL35_53775,IL41_67848,IL36_40085,IL37_83301,IL32_56909,TU-EFF_206173,IL34_121149,IL42_84635,AD-EFF_124936
JI11_68764	JI11_68764,JI2_241005,JI10_95187,JI3_93691,JI1_237297,TE-AS_437835,TE-DS_144315,TE-INF_36749,TE-EFF_110195,JI9_108747,JI6_124722,JI7_57354
ZS1_8837	ZS1_8837,ZS2_31938,ZS3_36506
IL34_65162	IL34_65162,IL39_98684
HP91_6508	HP91_6508,HP20_2516,HP22_2110,HP24_716,HP17_7390,HP19_5764,HP80_10198,HP92_4522,HP32_7021,HP18_5689,PL75_1891,HP1_6162,HP3_820,PL19_918,HP11_3516,PL66_34556,SJ5_2208,HP79_115646,HP59_1659,HP81_163383,PL69_116945,HP4_122598,PL70_10979,PL16_68,HP21_2607,HP84_22128,SJ6_2889,HP2_5865,HP23_4703,HP25_3146,HP26_8033,PL72_4712,HP82_11677,HP76_145373,HP73_107458,HP74_18033,PL68_115757,PL3_13024,PL63_825,HP83_78477,PL65_140408,HP49_79727,HP37_115526,HP35_6531,HP38_10401,HP47_16745,SB3_6715,PL67_33555
HY2_24897	HY2_24897,HY1_95086,HY3_63518
SJ5_3146	SJ5_3146
PL65_136831	PL65_136831,PL66_4648,PL72_13133,HP59_3006,PL33_1269,PL63_30158,HP62_57234,HP54_110035,IL36_22220,IL32_91786,IL37_101272,PL49_10430,PL70_16451,PL50_23195,PL34_19965,JI1_196021,JI3_68171,JI2_1638,PL68_90512,IL6_166987,IL20_92032,JI2_204148,JI3_174846,IL17_29348,IL3_74369,HP53_62825,JI2_381721,IL21_58571,IL28_49260,PL45_37851,IL15_81317,IL26_77767,JI1_199418,IL2_93648,IL4_69623,IL1_89391,PL33_1103
NG1_652217	NG1_652217,LK1_120233
TU-EFF_169105	TU-EFF_169105
IL34_141287	IL34_141287,IL39_87310
IL35_79900	IL35_79900,IL34_146308
ES36_13119	ES36_13119,ES31_14480
IL33_20383	IL33_20383,IL39_60967
SF33_17265	SF33_17265
JI6_7303	JI6_7303,JI4_128098,JI5_96845
EM-EFF_142015	EM-EFF_142015,SF52_242542,SF48_157933,SF49_62707,AH-EFF_38447
JI13_128492	JI13_128492,JI14_82440
JI2_125348	JI2_125348
TG-AS_178209	TG-AS_178209,TG-DS_65896,TG-EFF_370891
EM-EFF_227078	EM-EFF_227078,WT-INF_80998,TU-EFF_91290
JI14_110981	JI14_110981
HY1_26387	HY1_26387,HY2_44286,HY3_64625
TE-EFF_220824	TE-EFF_220824,TE-AS_12369,TE-DS_66992
IL10_47015	IL10_47015,IL12_63204,IL9_67942,IL30_32517,IL8_38112,IL29_56973
SF65_93969	SF65_93969,SF66_104861,SF68_240296,SF67_194989
WT-EFF_74724	WT-EFF_74724,WT-DS_108122,WT-AS_129623
ES30_14401	ES30_14401,SJ5_16,ES31_11355,HP40_6713,ES36_6547,HP25_1328,ES39_6986,HP34_16879,PL66_13252
ES46_6174	ES46_6174,ES30_2878,PL63_23431
IL38_99369	IL38_99369,IL31_135802,IL40_63910,IL41_40205,IL35_99208,IL42_44300,IL34_2434,JI14_140493,JI12_230382,JI13_319021
PL66_32971	PL66_32971,PL70_10266,PL65_95739,PL63_8292,PL2_988,HP83_92243,PL68_120950,PL72_14403,ES39_7995,PL75_8565,PL61_17287,ES36_28122,PL49_68730
TG-EFF_319902	TG-EFF_319902,FD-INF_73545,FD-EFF_41887,TG-DS_136218,TE-AS_21303,TE-DS_189474,TE-EFF_147326,MN-AS_177356,WT-DS_166805,WT-EFF_211582,WT-AS_6376,SF60_82107,MN-EFF_195851,FD-DS_167781,FD-AS_76139,TG-AS_27256,WT-INF_225644
IL10_36869	IL10_36869,IL9_3960,IL29_11329,IL12_68111,IL30_28974
IL10_59164	IL10_59164,IL12_61639
PL48_6338	PL48_6338,PL68_31144,HP83_33546,PL47_382
TU-EFF_234422	TU-EFF_234422,FR-EFF_191323,TU-AS_239119,TU-DS_360659,SF16_31790
ZR-DS_15207	ZR-DS_15207
FR-AS_35310	FR-AS_35310,TG-DS_147479
NC3_2502	NC3_2502
HP20_5390	HP20_5390,HP17_3938
IL34_203453	IL34_203453,IL33_33916
AD-EFF_136070	AD-EFF_136070,TU-EFF_61289,AD-AS_146071,AD-DS_86817,AD-INF_225550
JI3_383184	JI3_383184,JI1_301589,JI2_277055
TE-DS_119156	TE-DS_119156
ES36_8873	ES36_8873,ES3_8209,HP3_2827,HP31_4424,HP40_8897,HP11_13129,HP82_9498,HP12_59025,HP23_646,HP49_40558,HP48_58981,HP27_8891,HP37_62312,HP92_360,HP75_46715,HP20_5157,ES39_5156,ES21_8148,HP34_8633,HP91_2638,ES26_594,ES1_3436,ES29_104446,ES16_721,HP26_594,HP24_4052,HP6_134943,ES3_8336,HP76_46539,HP29_52372,HP38_3666,ES19_25085,ES34_220447,HP84_7691,HP32_2961,ES1_1099,HP80_13636,ES31_98,HP73_108062,HP36_227274,ES30_7145,HP22_4596,HP80_9532,HP18_3224
IL14_103347	IL14_103347,IL11_17421,IL13_90215
IL16_95328	IL16_95328,IL6_125721,IL15_35116,IL3_143887,IL2_14151,IL21_18714,IL5_67693,IL34_185734,IL24_42956,IL4_18284
SF67_169200	SF67_169200,SF68_230994,SF65_4752,SF66_41120
PL75_8882	PL75_8882
HP37_50222	HP37_50222,HP32_6546,HP72_97777,HP47_4827
SF56_81275	SF56_81275
IL39_2554	IL39_2554,IL34_167171,IL33_62642
BE-EFF_26093	BE-EFF_26093
IL14_121573	IL14_121573,IL10_24812,IL12_106962,IL30_9039,IL9_66527,AH-AS_13760,IL8_31125,IL29_45824,AH-DS_309676,JI14_165020,AH-INF_191448,AH-EFF_91958,JI13_113373,JI12_130564
JI12_33490	JI12_33490,JI13_23466,JI14_309730,NI1_58099,SF61_107640,SF62_209092,SF63_213013
IL16_99844	IL16_99844,IL18_77905,IL24_28939,IL23_40614,IL5_37852
MN-AS_293914	MN-AS_293914,MN-EFF_219328,TU-EFF_113192,AD-AS_225970,TU-DS_1531,AD-DS_194703
AD-EFF_2863	AD-EFF_2863,FR-DS_124994,FR-AS_57652,FR-INF_55844,FD-EFF_96619,FD-DS_92131,FD-AS_310970,AH-DS_115384,AH-AS_150272,AH-EFF_76128,FR-EFF_309139,ZR-AS_397280,ZR-EFF_44357,ZR-DS_293483
IL13_65468	IL13_65468,IL11_57153
IL31_52482	IL31_52482,IL38_39512
JI8_124767	JI8_124767,JI12_135081,JI14_29883,JI13_95685,JI9_58397,JI11_113448,JI7_98516,JI10_169997
HP91_1030	HP91_1030,HP92_2273
PL68_18416	PL68_18416,PL66_32770,PL70_1496,PL63_31048
PL72_13196	PL72_13196,ES9_1285,PL67_24525
IL12_105375	IL12_105375,IL10_20061,IL9_62252,IL29_1078,IL30_581,IL8_51098
PL1_361	PL1_361,PL29_9676,PL20_5006,PL5_18174,PL3_10305,PL4_3169,PL18_2642,PL19_1603,PL12_23303,PL13_5925,PL16_390,PL70_12971,PL72_9897,PL15_2916,PL68_38674,HP83_51039,PL2_5014,PL66_32911,PL75_5513,PL21_144077,PL63_6692,PL69_29950,PL65_32973,PL57_36782
TE-EFF_255275	TE-EFF_255275,TE-AS_151544,TE-DS_115809,WT-DS_255708,WT-AS_195382,TE-INF_171237,WT-EFF_304515
TU-EFF_101895	TU-EFF_101895
IL13_92760	IL13_92760,IL11_35915,IL4_84729,IL21_80630,IL15_107596,IL14_114480,IL2_162721,IL22_48688,IL6_59973,IL1_66361,IL16_96992,IL3_33308,IL5_109179,IL23_18844,IL27_16090,IL37_59018,IL18_27227,IL28_23231,IL36_31866,IL24_22810,IL20_58561,IL17_46180
SF51_186572	SF51_186572,SF52_29384,NG1_532463
AH-EFF_141083	AH-EFF_141083
WT-EFF_310508	WT-EFF_310508,FD-EFF_172295,TE-EFF_127194,JI3_463774,JI1_386287,JI2_138762
AD-EFF_245998	AD-EFF_245998,FR-EFF_105473,FR-INF_104918,FR-AS_111659
IL2_14629	IL2_14629,IL3_45507,IL11_9325,IL22_5460,IL20_81226,IL16_125572,IL23_66154,IL1_62078,IL21_43107,IL26_65554,IL27_56680,IL19_51862
SA1_47917	SA1_47917,SA2_109458,SA3_33594
IL39_22781	IL39_22781,IL34_67204
EM-DS_332079	EM-DS_332079,EM-EFF_43736,EM-AS_12825
TU-AS_216906	TU-AS_216906,TU-EFF_346225,TU-DS_339309
TU-EFF_254896	TU-EFF_254896,AD-INF_67793,AD-EFF_148744
AD-AS_297687	AD-AS_297687,AD-DS_308905,TU-EFF_293489,AD-INF_128215,AD-EFF_113962
HP37_7016	HP37_7016,HP36_252314,HP49_39087,HP31_2873,HP48_95162,HP45_34756
IL41_135724	IL41_135724,IL34_117276,IL42_27609,IL35_80196,BE-EFF_25018
JI9_20364	JI9_20364,JI7_299292
NI3_66963	NI3_66963
UP4_4432	UP4_4432,UP3_5163,UP5_3397
AD-DS_73831	AD-DS_73831
TE-EFF_79813	TE-EFF_79813
WT-AS_235499	WT-AS_235499,WT-EFF_48378,WT-INF_159536,TE-EFF_157102,TE-AS_21470,TE-DS_245438,WT-DS_217677
HP10_117443	HP10_117443
IL2_79550	IL2_79550,IL3_84827,IL21_91331,IL4_45707,IL1_67065,IL15_111206,IL5_59824,IL16_76738,IL6_77371,IL17_70200,IL20_102895,IL18_12344,IL35_53722,IL42_38216,IL41_120349,IL9_86560,IL8_9481,IL30_65358,IL29_32602,IL10_72966,IL38_100634,IL40_23603,IL31_5678,IL12_114003,IL28_23358,NI1_5439,IL22_4822,IL26_56532,IL25_56162,IL19_91100,NI3_41031,IL24_17131,IL23_9896,NI2_71790,IL27_3251,PL26_52428,AH-INF_178044
TU-DS_17897	TU-DS_17897,TU-EFF_203317,FR-EFF_159455,TU-INF_219863,TU-AS_120797
ZR-DS_298646	ZR-DS_298646,ZR-AS_35034,ZR-EFF_160397
MN-AS_36252	MN-AS_36252,TG-EFF_161023,MN-INF_93200,MN-DS_76540,MN-EFF_185987,EM-DS_223231
HP1_3910	HP1_3910
WT-AS_323160	WT-AS_323160,AH-EFF_17258,WT-DS_94575,AH-DS_482,WT-EFF_75978,AH-AS_52256,AH-INF_162111,WT-INF_57663
FD-EFF_86491	FD-EFF_86491
IL33_76816	IL33_76816
JI4_112613	JI4_112613,JI5_45281,JI6_25140
TU-AS_289158	TU-AS_289158,TU-EFF_166951,TU-DS_220399,EM-DS_332343,EM-AS_302195,SF31_33234,SF30_73137,SF33_5986,SF9_12778,SF8_44441,SF29_24977,TG-DS_98351
IL31_51348	IL31_51348,IL38_115174,IL40_8775
AH-INF_3756	AH-INF_3756,AH-DS_36969,MN-EFF_348334,MN-AS_296718,MN-DS_91935,AH-AS_362158,AH-EFF_15961
IL37_102834	IL37_102834,IL36_51120,IL32_939,MN-AS_268488,SF47_57008,SF50_127229,SF49_34271,SF52_42052,SF48_25357,SF30_51056,SF29_49752,SF36_39304,WT-DS_236118,SF37_21865,MN-DS_60086,MN-EFF_138161,WT-AS_171806,WT-EFF_117433,WT-INF_79876
PL56_5276	PL56_5276,PL55_1861,HP60_199395,ES9_3610,HP64_366965,ES35_45572,PL69_112007,HP83_25349,HP77_76665,HP32_4686,ES44_3293,PL61_31797,HP72_140443,OC9_1632,PL47_1322,ES3_3789,HP20_1532,PL70_1247,HP22_1769,HP21_10212,ES16_4184,OC5_2112,SJ5_3943,PL19_3631,HP27_4114,PL25_5031,PL16_1173,HP48_27502,HP61_7195,HP37_127700,PL48_12871,HP25_694,HP53_138582,HP80_2473,HP31_5984,HP81_135606,PL62_96883,ES30_2634,PL64_44986,HP35_3871,PL57_47981,HP63_16053,OC3_9232,ES34_31975,HP82_2928,PL15_2761,PL2_6301,HP47_39675,PL58_131,PL46_5305,HP28_247790,PL60_1983,ES32_6766,HP59_5501,PL63_16279,PL70_13318,ES36_17425,PL72_10588,PL66_34528,HP84_11527,PL45_74658,PL65_85970,HP76_60362,PL3_8820,PL69_48586,PL28_31568,HP40_5317,PL20_2895,PL66_23630,OC6_2078,PL33_1380,ES32_19719,HP84_90,PL27_2732,HP51_104409,PL35_665,HP52_3187,PL50_14399,PL5_5839,SJ7_1004,ES36_2260,HP92_3407,ES29_3247,PL13_12235,OC7_1604,PL67_9855,PL68_70976,PL49_4876,ES45_14028,NC3_2412,OC4_6756,SJ2_3111,PL4_6606,ES39_4767,PL37_50335,PL65_32648,ES31_14848,ES46_5416,HP73_37344,OC8_380,HP75_27870,JW6_31,HP79_122360,SB1_1082,HP75_25481,HP89_2670,HP74_10915,SJ14_2102,HP23_4304,HP23_4500,ES35_40177,HP80_9684
SF58_84874	SF58_84874
KB18_44444	KB18_44444,KB2_1675,KB22_18321,KB11_7181,KB25_30294,KB23_51106,KB20_102708,KB10_109362,KB12_18348,KB15_3886,KB26_6148,KB16_22363,KB19_43461,KB9_37183,KB1_67351,KB4_18973,KB21_74672,KB13_18189,KB24_41363,KB17_37964,KB3_9312,KB14_56738,KB5_2414,KB6_21852,KB7_35310,KB8_8297
SF60_245021	SF60_245021
ES35_9377	ES35_9377
FD-EFF_188165	FD-EFF_188165
AH-AS_213273	AH-AS_213273,AH-DS_77326
IL32_130020	IL32_130020,IL36_44303,IL37_120148,JI7_62509
TE-EFF_242519	TE-EFF_242519,WT-EFF_214653
AD-EFF_148209	AD-EFF_148209,AD-DS_302481,TU-EFF_94449,AD-AS_211779
JI8_4553	JI8_4553,JI3_159530,IL14_119954,JI2_281538
NI2_78237	NI2_78237
SF63_88671	SF63_88671
WT-EFF_92651	WT-EFF_92651,JI4_4107
PL15_1040	PL15_1040,PL16_3609,OC8_3224,ES38_1381,OC9_448,HP10_71832,PL27_2162
WT-DS_38304	WT-DS_38304,WT-EFF_199531,WT-AS_163262,WT-INF_51734
TE-EFF_239100	TE-EFF_239100,JI3_71251,JI1_49701,JI13_243169,JI9_91466,JI8_49785,JI6_78493,JI5_139109,JI2_49048,JI12_125286,JI14_97665,JI4_154523,TE-DS_387306,JI10_28691,JI7_174802
AH-AS_135841	AH-AS_135841,AH-DS_255439,AH-EFF_57606,AH-EFF_156924
IL9_48150	IL9_48150,IL10_110199,IL12_90820,IL8_26364,IL29_46309,IL30_57400,IL32_21004
PL56_6097	PL56_6097,PL46_919,PL66_59092,PL67_20807,PL50_50527
AD-INF_231166	AD-INF_231166,AD-EFF_28516,AD-AS_250361,TU-INF_171692,AD-DS_199958,TU-EFF_14481
HP1_2651	HP1_2651
ES1_3304	ES1_3304
JW7_2500	JW7_2500,JW6_3251
HP19_4436	HP19_4436,HP17_6413
HP80_13223	HP80_13223,HP2_14945,HP35_5152,HP25_7678,HP4_80216,HP3_403,HP34_6856,HP19_1148,HP11_21139,HP17_9867,HP1_4540,HP23_3684,HP92_2588,HP22_7037,PL65_49852
TE-INF_269610	TE-INF_269610,TE-DS_3854,TE-AS_154616
HP92_5950	HP92_5950,ES36_23722
JI12_58246	JI12_58246,JI14_337530,JI13_147380
HP91_2756	HP91_2756,HP92_218,HP19_5766,HP40_5917,HP48_63786,HP6_39813,HP38_809,HP36_261066,HP31_1634,HP17_72,HP20_4424,HP32_2578,HP37_200060,HP24_684,HP47_202768,HP3_7512
IL39_62413	IL39_62413
IL40_32418	IL40_32418,TG-INF_257839
TE-DS_173659	TE-DS_173659,TE-AS_70701
ES42_5306	ES42_5306,SB3_3677,SB1_1778,ES46_1673,HP83_150322,ES15_853,ES38_273,SB2_754,PL75_10631,ES38_4673,HP32_2169,HP20_43,HP48_94234,HP38_4861,SJ14_3748,HP40_3463,HP27_846,HP31_2354
SA1_56114	SA1_56114,SA2_11215,SA3_79185
ES36_5511	ES36_5511,SB1_4812
JI1_244655	JI1_244655,JI3_310683,JI2_181667,JI4_211028,JI5_64656,JI6_139288
JI6_35852	JI6_35852,JI4_165683,JI1_61545,JI3_275586,HP75_97501,HP84_8621,HP81_111337,HP91_2972,HP17_413,JI5_38046,ES9_3579,HP73_27537,HP76_39217,HP82_10742,HP79_3949,PL5_5941,PL4_758,PL13_4472,ES16_4589,PL70_5063,HP27_7756,PL3_10025,HP80_18219,HP24_1436,JI2_144317,HP72_148162,HP19_6304,PL75_3062,PL66_23877,HP92_5717,HP59_2108,HP52_6346,PL72_16851,HP90_1109,PL68_114368,HP74_7861,HP20_3925,PL65_90122,PL47_3546,HP1_845
MN-EFF_289801	MN-EFF_289801
HP40_7281	HP40_7281,HP32_9730,HP73_132947,HP80_10078,HP52_3306,HP75_999
IL10_42229	IL10_42229,IL9_154355,IL12_124097,IL29_45043,IL30_66492
JI1_14863	JI1_14863,JI8_116790
ES36_22185	ES36_22185,ES30_6070,ES31_7197
HP17_9343	HP17_9343,HP19_4434,HP92_2785,HP11_64970,HP24_670,HP91_2843,HP6_37319,HP75_43978,HP1_5005,HP4_149569,HP3_6777,HP12_102234,HP38_9126,HP82_21888,HP36_398766,HP29_16230,HP84_12594,HP49_56200,HP40_2995,HP10_140784,HP47_110343,HP31_289,HP76_56329,HP48_160836,HP32_2023,HP27_31017,HP35_7698,HP26_1835,HP23_4584,HP25_3663,HP79_159583,HP59_2656,HP34_2742,HP80_14340,HP18_4343,HP22_1283,HP74_20969,HP37_231418,HP2_2891,HP73_92991,HP52_1143
FD-EFF_201369	FD-EFF_201369,FD-DS_101199,FD-AS_176501,AH-DS_329254,MN-EFF_118254,AH-AS_275081,MN-DS_130558,MN-AS_298398,FD-INF_258057,AH-EFF_133025,IL41_28120,IL42_78722,IL9_85154,IL10_62217,IL29_14938,IL21_83043,IL35_112675,IL8_22434,IL14_53281,IL24_52033,IL11_93956,IL16_144512,IL5_101166,IL3_148496,IL32_161,IL20_93410,IL17_71264,IL2_468,IL22_64217,IL35_68166,IL15_119101,IL42_72142,IL41_4984,JI12_236089,TE-EFF_230345,IL1_56551,WC21_23641,IL6_105241,IL27_15230,IL12_7186,IL18_9870,WT-DS_388486,IL13_41153,IL28_43098,IL30_21442,IL25_51549,JI14_129489,IL26_36945,IL23_54722,IL34_141092,WC1_11540,WC5_28285,WC9_41830
HY1_53019	HY1_53019,HY3_7359,HY2_54993
IL34_162509	IL34_162509,IL39_57480
MN-DS_137271	MN-DS_137271,MN-AS_62987,MN-EFF_195530,SF8_39554,EM-EFF_135745,EM-AS_112659,SF12_35179
IL29_31848	IL29_31848,IL9_138404,IL8_4244,IL30_21971,IL12_115138,IL10_91003,JI7_268376,JI11_48322,JI9_99423,JI13_37171,JI12_17918,SF6_18869,SF10_27608,SF5_37050,SF2_33473,SF7_58574,SF16_36483,SF3_42694,SF8_34566,SF13_65966,SF11_58722,SF1_23619,JI8_51073,JI5_198837,SF15_56021,FD-EFF_53865,SF12_21925,TU-EFF_156035,TG-EFF_10983
JI5_141775	JI5_141775
OC7_3353	OC7_3353,HP84_10502,OC3_4131,HP25_7418,HP17_9897,PL65_21265,PL15_3545,PL25_1595,PL19_688,HP26_1843,HP20_3437,PL18_8098,PL75_8642,PL62_83954,PL61_44861,OC5_713,HP3_4586,HP49_44368,OC6_6506,HP83_8872,HP2_672,HP82_25137,HP29_83960,HP51_61056,HP91_951,PL20_3548,PL66_14801,PL50_31029,HP34_3401,OC8_3998,PL48_2659,PL70_2249,HP18_1167,PL57_72001,HP76_39987,PL49_79282,HP59_2257,HP35_5754,HP32_3188,HP40_7370,HP81_180236,HP78_2468,HP77_14208,PL63_10597,HP31_4693,HP27_2424,PL4_6712,PL5_14903,PL29_3637,HP75_63426,HP22_5191,PL46_783,ES31_2774,HP6_21539,PL2_6441,PL1_3242,HP80_6410,PL72_4976,PL58_3845,PL3_3430,HP12_39139,PL13_10845,HP48_199439,HP37_140602,HP52_7510,PL45_39320,HP23_2089,PL68_102406,HP79_12191,ES36_8005,OC9_2336,HP21_3330,PL56_5999,HP36_226236,PL16_2413,ES15_1944,PL73_174,ES35_39273,SJ6_5608,PL12_38184,PL55_1779,ES39_13150,ES42_4939,HP60_67490,HP54_58151,ES16_7196,ES30_14493,ES44_4166,ES46_2026,ES32_40793,PL69_101214,ES3_7155,ES38_4767,PL28_106435,HP73_3376,ES1_2308,ES33_27817,HP72_50148,ES29_114868,HP24_1200,HP38_5375,HP11_1993,HP1_1636,PL64_52227,PL34_20500,HP47_239206,HP19_4174,SB1_5078,HP4_132293,PL60_2502,HP10_114052,HP64_128827,HP74_20384,PL47_1776,HP28_195729,HP92_3702,HP53_155186,PL67_49529,PL26_21776,ES21_127895,HP90_603,OC13_375,PL17_1699,HP85_1083,HP63_228190,SB3_6712,OC1_1135,OC4_6871,ES17_979,SB6_478,PL32_49487,HP88_4811,HP61_506895,PL54_6206,PL27_3219,HP16_766,SB2_571,ES18_23698,PL71_62086
FD-EFF_216914	FD-EFF_216914,TE-EFF_258452
HP24_2404	HP24_2404
IL10_16333	IL10_16333,IL9_123452,IL12_126211,IL29_32729,IL30_56991,PL49_5361,HP17_7325,HP22_5620,ES9_4174,ES36_25715,SB3_6395
JI7_188160	JI7_188160
TE-EFF_96843	TE-EFF_96843
HP74_19215	HP74_19215,HP80_7406,HP84_15787,HP82_11954,HP81_4173
IL4_69437	IL4_69437,IL2_36633,IL6_23808,IL5_69137,IL3_48754,IL26_39303,IL1_15317,IL17_4313,IL16_34398,IL7_8296,IL22_84079,IL20_121412,IL27_23997,IL23_592,IL14_98732,IL15_34957,IL13_114449,IL11_102317,IL19_44170,IL28_75433,IL24_40399,IL18_66668,IL21_122664,IL25_20186
SA3_87608	SA3_87608,SA1_102980,SA2_96850
AH-EFF_116007	AH-EFF_116007,AH-AS_178686,AH-DS_220861
ES36_17092	ES36_17092
HP52_4454	HP52_4454,HP62_8013,HP54_79006,HP53_24936,HP59_2935,HP82_21524
SF64_137064	SF64_137064,SF53_84963,SF55_89522,SF56_70360,SF61_75651,SF63_182059,SF59_91414,SF54_87328,SF37_60095,SF9_7767,SF16_56008,AD-EFF_10477,SF8_13621,SF47_24303,SF45_1846,SF43_27339,SF42_39225,SF24_77189,SF52_37854,SF10_21808,SF44_50893,SF41_30341,SF48_102282,TG-AS_209019,EM-DS_348693,SF11_2449,TU-AS_276775,SF46_22474,TG-DS_27035,SF49_102382,SF50_44791,SF40_4846,EM-AS_301630,AH-AS_204292,SF60_221290,EM-EFF_164789,SF12_24124,SF38_47767,FD-AS_96189,FD-EFF_82990,SF51_97497,SF36_21397,SF58_22857,SF66_28756,SF65_138080,TU-EFF_224648,AD-INF_215771,AD-DS_42802,SF62_227959,SF5_39144,SF57_197036,TU-DS_160409,SF67_5503,SF14_87613,AH-DS_213604,AH-EFF_83279,FD-DS_247520,TG-EFF_51071,SF68_124598,SF15_33069,SF13_82533
ES31_10781	ES31_10781,ES30_7607,ES36_6774,PL68_149105,PL63_29096,ES42_16669,PL4_4334,ES39_6414,HP80_16931,ES29_38898,PL65_40995,HP82_14562,ES35_42594,PL66_11340,HP83_134985,ES38_1197,HP73_124347,PL70_14461,ES33_113990,PL75_13538,HP24_3821,PL56_8652,PL72_8168,PL64_341683,HP84_15336,ES46_5833,SJ14_5096,PL67_6080,HP79_175542
IL35_102750	IL35_102750
IL39_39667	IL39_39667,IL34_118890
